timestamp,source,scenario,lat,lon,alt,lat_std,lon_std,mean_cnr,min_cnr,max_cnr,std_cnr,cnr_trend,num_satellites,sat_mean,sat_min,sat_visibility,sat_drop_rate,pdop,hdop,vdop,gdop,dop_ratio,solution_status,baseline_sats,solution_age,fix_continuity,fix_transitions,position_variance,cnr_variance,elevation_violations,multipath,clock_bias,iono_delay,tropo_delay,cycle_slips,residual_mean,residual_std,label,label_name
2026-05-05 08:23:45.100000+00:00,scenario_e_master,scenario_e,30.359619424999998,119.97036103166667,8.1968,1.002,0.8465,38.4,38.4,38.4,0.0,0.0,32.0,32.0,32.0,0.64,0.0,0.9,0.5,0.8,1.0295630140987,0.625,0.8,32.0,0.0,1.0,0.0,5.000000000000009e-07,0.0,0.6,6.510416666666679e-07,0.0,0.0,2.2049171199999997,0.0,3.5825,0.06151828996322945,0,CLEAN
2026-05-05 08:23:46+00:00,scenario_e_master,scenario_e,30.359619723333335,119.97036119833334,8.1957,0.9946666666666667,0.8343333333333334,38.449999999999996,38.4,38.55,0.07071067811865409,0.0749999999999991,33.0,32.333333333333336,32.0,0.66,0.0,0.9,0.5,0.8,1.0295630140987,0.625,0.8,33.0,0.0,1.0,0.0,0.000605666666666665,0.0049999999999999056,0.65,0.00078760294755093,0.0,0.0,2.20492988,0.0,3.5380000000000003,0.088504237186702,0,CLEAN
2026-05-05 08:23:47+00:00,scenario_e_master,scenario_e,30.359619035,119.97036549166667,8.1887,0.995,0.83075,38.4,38.25,38.55,0.10606601717798111,-0.029999999999997497,33.0,32.5,32.0,0.66,0.0,0.9,0.5,0.8,1.0295630140987,0.625,0.8,33.0,0.0,1.0,0.0,0.0004555833333333326,0.011249999999999784,0.65,0.0005932074652777768,0.0,0.0,2.20501108,0.0,3.5280000000000005,0.07497999733262198,0,CLEAN
2026-05-05 08:23:48+00:00,scenario_e_master,scenario_e,30.359622848333334,119.97037063666667,8.5441,0.9926,0.8336,38.37,38.25,38.55,0.11224972160321718,-0.04500000000000582,33.0,32.6,32.0,0.66,0.0,0.9,0.5,0.8,1.0295630140987,0.625,0.8,33.0,0.0,1.0,0.0,0.0004110999999999994,0.012599999999999762,0.65,0.0005357049778472758,0.0,0.0,2.20088844,1.0,3.3878,0.3201510580960182,0,CLEAN
2026-05-05 08:23:49+00:00,scenario_e_master,scenario_e,30.359627891666666,119.97037645166667,8.5961,0.9916666666666667,0.8386666666666667,38.375,38.25,38.55,0.10307764064044055,-0.02142857142857167,33.0,32.666666666666664,32.0,0.66,0.0,0.9,0.5,0.8,1.0295630140987,0.625,0.8,33.0,0.0,1.0,0.0,0.00048813333333333296,0.010624999999999801,0.65,0.0006360043431053198,0.0,0.0,2.20028524,0.0,3.2466666666666666,0.44889761267650635,0,CLEAN
2026-05-05 08:23:50+00:00,scenario_e_master,scenario_e,30.35963269333333,119.97038141666667,8.522,0.9905714285714285,0.8431428571428572,38.357142857142854,38.25,38.55,0.10497813183356378,-0.0267857142857143,34.0,32.857142857142854,32.0,0.68,0.0,0.9,0.5,0.7,1.0295630140987,0.7142857142857143,0.8,34.0,0.0,1.0,0.0,0.0005554285714285712,0.011020408163265097,0.7,0.0007240223463687149,0.0,0.0,2.2011448,0.0,5.297714285714286,5.442012364137789,0,CLEAN
2026-05-05 08:23:51+00:00,scenario_e_master,scenario_e,30.359638378333333,119.97038679166667,8.4235,0.9895,0.84325,38.325,38.1,38.55,0.12990381056766456,-0.03928571428571821,34.0,33.0,32.0,0.68,0.0,0.9,0.5,0.7,1.0295630140987,0.7142857142857143,0.8,34.0,0.0,1.0,0.0,0.00048535714285714263,0.01687499999999968,0.7,0.0006332121889851828,0.0,0.0,2.2022874,0.0,4.9775,5.1190829814946905,0,CLEAN
2026-05-05 08:23:52+00:00,scenario_e_master,scenario_e,30.359644988333333,119.97039039,8.3708,0.9887777777777779,0.8421111111111111,38.35,38.1,38.55,0.14142135623730814,-0.012499999999997964,34.0,33.111111111111114,32.0,0.68,0.0,0.9,0.5,0.7,1.0295630140987,0.7142857142857143,0.8,34.0,0.0,1.0,0.0,0.00044105555555555543,0.019999999999999615,0.7,0.000575039837751702,0.0,0.0,2.20289872,0.0,4.734555555555556,4.843612523497082,0,CLEAN
2026-05-05 08:23:53+00:00,scenario_e_master,scenario_e,30.359650856666665,119.97039616833334,8.5471,0.9860000000000001,0.8386000000000001,38.325,38.1,38.55,0.15370426148939254,-0.02272727272727235,34.0,33.2,32.0,0.68,0.0,0.9,0.5,0.7,1.0295630140987,0.7142857142857143,0.8,34.0,0.0,1.0,0.0,0.0005924888888888884,0.023624999999999556,0.7,0.0007729796332536053,0.0,0.0,2.2008536399999996,1.0,4.525399999999999,4.614250901043178,0,CLEAN
2026-05-05 08:23:54+00:00,scenario_e_master,scenario_e,30.359658375,119.97040027,8.5184,0.9836363636363636,0.8343636363636364,38.290909090909096,37.95,38.55,0.1819317826926301,-0.034090909090908686,34.0,33.27272727272727,32.0,0.68,0.0,0.9,0.5,0.7,1.0295630140987,0.7142857142857143,0.8,34.0,0.0,1.0,0.0,0.0007921090909090901,0.033099173553718386,0.7,0.001034330484330483,0.0,0.0,2.20118656,1.0,4.343727272727272,4.418736812504431,0,CLEAN
2026-05-05 08:23:55+00:00,scenario_e_master,scenario_e,30.359666345,119.97040345166667,8.5583,0.9828333333333333,0.8310000000000001,38.2875,37.95,38.55,0.17455300054711012,-0.027797202797202103,33.0,33.25,32.0,0.66,-0.1,0.9,0.5,0.8,1.0295630140987,0.625,0.8,33.0,0.0,1.0,0.0,0.0008636060606060597,0.030468749999999427,0.65,0.001127791133667724,0.0,0.0,2.20072372,0.0,4.183083333333333,4.249693089631369,0,CLEAN
